24953 [INFO] 24953 Byte read from stdin: '
24953 [INFO] 24953 Byte read from stdin: s
24953 [INFO] 24953 Byte read from stdin: o
24953 [INFO] 24953 Byte read from stdin: u
24953 [INFO] 24953 Byte read from stdin: t
24953 [INFO] 24953 Byte read from stdin: -
24953 [INFO] 24953 Byte read from stdin: 3
24953 [INFO] 24953 Byte read from stdin: .
24953 [INFO] 24953 Byte read from stdin: 8
24953 [INFO] 24953 Byte read from stdin: 6
24953 [INFO] 24953 Byte read from stdin: 4
24953 [INFO] 24953 Byte read from stdin: 5
24953 [INFO] 24953 Byte read from stdin: 3
24953 [INFO] 24953 Byte read from stdin:  
24953 [INFO] 24953 Byte read from stdin: 3
24953 [INFO] 24953 Byte read from stdin: .



  _____  _____   ____   _____ 
 |  __ \|  __ \ / __ \ / ____|          Powered by PROS for VEX V5
 | |__) | |__) | |  | | (___      Version:                          3.3.1
 |  ___/|  _  /| |  | |\___ \     Uptime:                        24.974 s
 | |    | | \ \| |__| |____) |    Compiled:                       Unknown
 |_|    |_|  \_\\____/|_____/     Directory:                      Unknown


27766 [INFO], 2, motor added at 0x38e63d8
27766 [INFO], 2, motor added at 0x38e6370
27766 [INFO], 2, motor added at 0x38e6308
27766 [INFO], 2, motor added at 0x38e66a8
27766 [INFO], 2, motor added at 0x38e6440
27766 [INFO], 2, motor added at 0x38e64a8
27766 [INFO], 2, motor added at 0x38e6578
27766 [INFO], 2, motor added at 0x38e6510
27766 [INFO] CHASSIS_PID_TURN, Time: 2118, Actual_Vol1: 6.000000, Actual_Vol2: 0.000000, Actual_Vol3: 0.000000, Actual_Vol4: 0.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 0.000000, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 0.000000, Absolute Angle: -0.000144, error history: 1, history size: 20, time out time: -2147481531, error difference: 0.000000, over slew: 1, Actual_Vel1: 0.000000, Actual_Vel2: -0.000000, Actual_Vel3: -0.000000, Actual_Vel4: 0.000000
27772 [INFO] CHASSIS_PID_TURN, Time: 2228, Actual_Vol1: 1836.000000, Actual_Vol2: -1829.000000, Actual_Vol3: 1940.000000, Actual_Vol4: -2088.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 9900.927480, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: -0.016869, Absolute Angle: -0.000439, error history: 12, history size: 20, time out time: -2147481531, error difference: 0.016869, over slew: 1, Actual_Vel1: 55.200000, Actual_Vel2: -19.800000, Actual_Vel3: 70.000000, Actual_Vel4: -56.000000
27774 [INFO] CHASSIS_PID_TURN, Time: 2238, Actual_Vol1: 2285.000000, Actual_Vol2: -2353.000000, Actual_Vol3: 2248.000000, Actual_Vol4: -2384.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 10801.111978, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: -0.018450, Absolute Angle: -0.000466, error history: 13, history size: 20, time out time: -2147481531, error difference: 0.018450, over slew: 1, Actual_Vel1: 91.200000, Actual_Vel2: -51.600000, Actual_Vel3: 88.000000, Actual_Vel4: -90.200000
27774 [INFO] CHASSIS_PID_TURN, Time: 2248, Actual_Vol1: 2643.000000, Actual_Vol2: -2920.000000, Actual_Vol3: 2513.000000, Actual_Vol4: -2766.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 11701.312031, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: -0.020005, Absolute Angle: -0.000493, error history: 14, history size: 20, time out time: -2147481531, error difference: 0.020005, over slew: 1, Actual_Vel1: 105.800000, Actual_Vel2: -81.400000, Actual_Vel3: 101.000000, Actual_Vel4: -106.800000
27774 [INFO] CHASSIS_PID_TURN, Time: 2258, Actual_Vol1: 2914.000000, Actual_Vol2: -3333.000000, Actual_Vol3: 2834.000000, Actual_Vol4: -3006.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 12601.525177, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: -0.021315, Absolute Angle: -0.000516, error history: 15, history size: 20, time out time: -2147481531, error difference: 0.021315, over slew: 1, Actual_Vel1: 131.800000, Actual_Vel2: -105.400000, Actual_Vel3: 74.200000, Actual_Vel4: -131.600000
27776 [INFO] CHASSIS_PID_TURN, Time: 2268, Actual_Vol1: 3049.000000, Actual_Vol2: -3653.000000, Actual_Vol3: 3616.000000, Actual_Vol4: -3160.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 13501.632044, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: -0.010687, Absolute Angle: -0.000331, error history: 16, history size: 20, time out time: -2147481531, error difference: 0.021315, over slew: 1, Actual_Vel1: 126.800000, Actual_Vel2: -96.800000, Actual_Vel3: 35.600000, Actual_Vel4: -117.400000
27776 [INFO] CHASSIS_PID_TURN, Time: 2278, Actual_Vol1: 3129.000000, Actual_Vol2: -3881.000000, Actual_Vol3: 4306.000000, Actual_Vol4: -3345.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 14401.451417, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 0.018063, Absolute Angle: 0.000171, error history: 17, history size: 20, time out time: -2147481531, error difference: 0.039377, over slew: 1, Actual_Vel1: 103.600000, Actual_Vel2: -87.200000, Actual_Vel3: 25.600000, Actual_Vel4: -83.600000
27776 [INFO] CHASSIS_PID_TURN, Time: 2288, Actual_Vol1: 3511.000000, Actual_Vol2: -4503.000000, Actual_Vol3: 4990.000000, Actual_Vol4: -3665.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 15300.670815, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 0.078060, Absolute Angle: 0.001218, error history: 18, history size: 20, time out time: -2147481531, error difference: 0.099375, over slew: 1, Actual_Vel1: 68.800000, Actual_Vel2: -33.600000, Actual_Vel3: 33.400000, Actual_Vel4: -70.800000
27778 [INFO] CHASSIS_PID_TURN, Time: 2298, Actual_Vol1: 4121.000000, Actual_Vol2: -4977.000000, Actual_Vol3: 5624.000000, Actual_Vol4: -4059.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 16198.571932, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 0.209888, Absolute Angle: 0.003519, error history: 19, history size: 20, time out time: -2147481531, error difference: 0.231203, over slew: 1, Actual_Vel1: 28.600000, Actual_Vel2: -33.600000, Actual_Vel3: 57.200000, Actual_Vel4: -79.600000
27778 [INFO] CHASSIS_PID_TURN, Time: 2308, Actual_Vol1: 4916.000000, Actual_Vol2: -5735.000000, Actual_Vol3: 6222.000000, Actual_Vol4: -4491.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 17094.890460, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 0.368147, Absolute Angle: 0.006281, error history: 20, history size: 20, time out time: -2147481531, error difference: 0.389462, over slew: 1, Actual_Vel1: 65.000000, Actual_Vel2: -23.400000, Actual_Vel3: 64.200000, Actual_Vel4: -90.200000
27778 [INFO] CHASSIS_PID_TURN, Time: 2318, Actual_Vol1: 5433.000000, Actual_Vol2: -6462.000000, Actual_Vol3: 6733.000000, Actual_Vol4: -4792.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 17989.316281, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 0.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 0.557418, Absolute Angle: 0.009585, error history: 20, history size: 20, time out time: -2147481531, error difference: 0.578732, over slew: 1, Actual_Vel1: 79.800000, Actual_Vel2: -52.400000, Actual_Vel3: 78.400000, Actual_Vel4: -111.000000
27780 [INFO] CHASSIS_PID_TURN, Time: 2328, Actual_Vol1: 5883.000000, Actual_Vol2: -6991.000000, Actual_Vol3: 7164.000000, Actual_Vol4: -5094.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 18881.531910, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 1.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 0.778437, Absolute Angle: 0.013442, error history: 20, history size: 20, time out time: -2147481531, error difference: 0.799752, over slew: 1, Actual_Vel1: 69.200000, Actual_Vel2: -57.200000, Actual_Vel3: 101.600000, Actual_Vel4: -138.600000
27780 [INFO] CHASSIS_PID_TURN, Time: 2338, Actual_Vol1: 6437.000000, Actual_Vol2: -7626.000000, Actual_Vol3: 7515.000000, Actual_Vol4: -5291.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 19769.960788, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 2.000000, position_r: 0.000000, Heading_Sp: 90.000000, Relative_Heading: 1.157112, Absolute Angle: 0.020051, error history: 20, history size: 20, time out time: -2147481531, error difference: 1.178427, over slew: 1, Actual_Vel1: 72.200000, Actual_Vel2: -56.800000, Actual_Vel3: 111.600000, Actual_Vel4: -162.200000
27780 [INFO] CHASSIS_PID_TURN, Time: 2348, Actual_Vol1: 6942.000000, Actual_Vol2: -8020.000000, Actual_Vol3: 7872.000000, Actual_Vol4: -5390.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 20653.967137, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 4.000000, position_r: -1.000000, Heading_Sp: 90.000000, Relative_Heading: 1.599365, Absolute Angle: 0.027770, error history: 20, history size: 20, time out time: -2147481531, error difference: 1.620680, over slew: 1, Actual_Vel1: 100.600000, Actual_Vel2: -62.200000, Actual_Vel3: 120.800000, Actual_Vel4: -187.400000
27782 [INFO] CHASSIS_PID_TURN, Time: 2358, Actual_Vol1: 7330.000000, Actual_Vol2: -6376.000000, Actual_Vol3: 7928.000000, Actual_Vol4: -5371.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 21531.034134, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 5.000000, position_r: -2.000000, Heading_Sp: 90.000000, Relative_Heading: 2.293300, Absolute Angle: 0.039881, error history: 20, history size: 20, time out time: -2147481531, error difference: 2.314615, over slew: 1, Actual_Vel1: 114.000000, Actual_Vel2: -63.600000, Actual_Vel3: 144.400000, Actual_Vel4: -193.400000
27782 [INFO] CHASSIS_PID_TURN, Time: 2368, Actual_Vol1: 7669.000000, Actual_Vol2: -6252.000000, Actual_Vol3: 7706.000000, Actual_Vol4: -5125.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 22401.649649, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 8.000000, position_r: -2.000000, Heading_Sp: 90.000000, Relative_Heading: 2.938449, Absolute Angle: 0.051141, error history: 20, history size: 20, time out time: -2147481531, error difference: 2.959763, over slew: 1, Actual_Vel1: 135.000000, Actual_Vel2: -46.400000, Actual_Vel3: 146.200000, Actual_Vel4: -180.200000
27782 [INFO] CHASSIS_PID_TURN, Time: 2378, Actual_Vol1: 7774.000000, Actual_Vol2: -6733.000000, Actual_Vol3: 7632.000000, Actual_Vol4: -4971.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 23264.271918, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 10.000000, position_r: -2.000000, Heading_Sp: 90.000000, Relative_Heading: 3.737773, Absolute Angle: 0.065092, error history: 20, history size: 20, time out time: -2147481531, error difference: 3.759088, over slew: 1, Actual_Vel1: 145.800000, Actual_Vel2: -58.000000, Actual_Vel3: 140.200000, Actual_Vel4: -173.200000
27784 [INFO] CHASSIS_PID_TURN, Time: 2388, Actual_Vol1: 7903.000000, Actual_Vol2: -6930.000000, Actual_Vol3: 7798.000000, Actual_Vol4: -4601.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 24119.287181, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 13.000000, position_r: -3.000000, Heading_Sp: 90.000000, Relative_Heading: 4.498474, Absolute Angle: 0.078369, error history: 20, history size: 20, time out time: -2147481531, error difference: 4.519788, over slew: 1, Actual_Vel1: 168.200000, Actual_Vel2: -84.200000, Actual_Vel3: 159.400000, Actual_Vel4: -144.200000
27784 [INFO] CHASSIS_PID_TURN, Time: 2398, Actual_Vol1: 7835.000000, Actual_Vol2: -7503.000000, Actual_Vol3: 7798.000000, Actual_Vol4: -4571.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 24964.056953, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 16.000000, position_r: -4.000000, Heading_Sp: 90.000000, Relative_Heading: 5.523023, Absolute Angle: 0.096251, error history: 20, history size: 20, time out time: -2147481531, error difference: 5.544337, over slew: 1, Actual_Vel1: 168.800000, Actual_Vel2: -94.800000, Actual_Vel3: 154.200000, Actual_Vel4: -140.000000
27784 [INFO] CHASSIS_PID_TURN, Time: 2408, Actual_Vol1: 7983.000000, Actual_Vol2: -7232.000000, Actual_Vol3: 8039.000000, Actual_Vol4: -4564.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 25797.979380, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 19.000000, position_r: -5.000000, Heading_Sp: 90.000000, Relative_Heading: 6.607757, Absolute Angle: 0.115183, error history: 20, history size: 20, time out time: -2147481531, error difference: 6.629072, over slew: 1, Actual_Vel1: 183.800000, Actual_Vel2: -99.600000, Actual_Vel3: 180.200000, Actual_Vel4: -139.200000
27786 [INFO] CHASSIS_PID_TURN, Time: 2418, Actual_Vol1: 7694.000000, Actual_Vol2: -7515.000000, Actual_Vol3: 8193.000000, Actual_Vol4: -4817.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 26620.547837, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 22.000000, position_r: -6.000000, Heading_Sp: 90.000000, Relative_Heading: 7.743154, Absolute Angle: 0.134999, error history: 20, history size: 20, time out time: -2147481531, error difference: 7.764469, over slew: 1, Actual_Vel1: 183.600000, Actual_Vel2: -97.800000, Actual_Vel3: 201.400000, Actual_Vel4: -155.600000
27786 [INFO] CHASSIS_PID_TURN, Time: 2428, Actual_Vol1: 7503.000000, Actual_Vol2: -7373.000000, Actual_Vol3: 8082.000000, Actual_Vol4: -4854.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 27431.227228, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 25.000000, position_r: -6.000000, Heading_Sp: 90.000000, Relative_Heading: 8.932061, Absolute Angle: 0.155750, error history: 20, history size: 20, time out time: -2147481531, error difference: 8.953376, over slew: 1, Actual_Vel1: 187.000000, Actual_Vel2: -110.600000, Actual_Vel3: 203.400000, Actual_Vel4: -168.800000
27786 [INFO] CHASSIS_PID_TURN, Time: 2438, Actual_Vol1: 7226.000000, Actual_Vol2: -7614.000000, Actual_Vol3: 7706.000000, Actual_Vol4: -4805.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 28230.461524, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 29.000000, position_r: -8.000000, Heading_Sp: 90.000000, Relative_Heading: 10.076570, Absolute Angle: 0.175725, error history: 20, history size: 20, time out time: -2147481531, error difference: 10.097885, over slew: 1, Actual_Vel1: 197.000000, Actual_Vel2: -124.200000, Actual_Vel3: 195.000000, Actual_Vel4: -174.000000
27788 [INFO] CHASSIS_PID_TURN, Time: 2448, Actual_Vol1: 7059.000000, Actual_Vol2: -7595.000000, Actual_Vol3: 7343.000000, Actual_Vol4: -4583.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 29014.765327, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 33.000000, position_r: -8.000000, Heading_Sp: 90.000000, Relative_Heading: 11.569620, Absolute Angle: 0.201784, error history: 20, history size: 20, time out time: -2147481531, error difference: 11.590934, over slew: 1, Actual_Vel1: 192.400000, Actual_Vel2: -123.600000, Actual_Vel3: 188.000000, Actual_Vel4: -180.200000
27788 [INFO] CHASSIS_PID_TURN, Time: 2458, Actual_Vol1: 6733.000000, Actual_Vol2: -7922.000000, Actual_Vol3: 7102.000000, Actual_Vol4: -4410.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 29785.610472, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 37.000000, position_r: -9.000000, Heading_Sp: 90.000000, Relative_Heading: 12.915486, Absolute Angle: 0.225274, error history: 20, history size: 20, time out time: -2147481531, error difference: 12.926172, over slew: 1, Actual_Vel1: 188.600000, Actual_Vel2: -124.600000, Actual_Vel3: 199.400000, Actual_Vel4: -183.000000
27788 [INFO] CHASSIS_PID_TURN, Time: 2468, Actual_Vol1: 6548.000000, Actual_Vol2: -7657.000000, Actual_Vol3: 6856.000000, Actual_Vol4: -4300.000000, Slew: 15.000000, Brake: 1, Gear: 2, I_max: 2147483647.000000, I: 30541.645449, kD: 35.000000, kI: 0.000700, kP: 3.000000, Position_Sp: 0, position_l: 42.000000, position_r: -10.000000, Heading_Sp: 90.000000, Relative_Heading: 14.396502, Absolute Angle: 0.251122, error history: 20, history size: 20, time out time: -2147481531, error difference: 14.378440, over slew: 1, Actual_Vel1: 185.800000, Actual_Vel2: -116.200000, Actual_Vel3: 221.800000, Actual_Vel4: -190.400000
